boss,नियंता,,
both,उभौ,,
bother,अपयशः,,
bottle,बोतलः,,
bottom,अधःशब्दः,,
bowl,कटोरः,,
box,डिब्बा,,
boy,बालकः,,
brain,मस्तिष्कम्,,
branch,शाखा,,
brave,वीरः,,
bread,रोटी,,
break,भङ्गम्,,
breakfast,नाश्ता,,
breath,श्वासः,,
bridge,पुल,,
bright,प्रकाशमानः,,
bring,आनयति,,
broad,विस्तृतः,,
brother,भ्राता,,
brown,कपिशः,,
brush,ब्रष्टिः,,
bucket,बाल्टी,,
build,निर्माणम्,,
building,भवनम्,,
bullet,गोलः,,
burn,दहति,,
bus,बसः,,
business,व्यवसायः,,
busy,व्यस्तः,,
but,किन,,
behavior,आचरणम्,,
believe,विश्वसति,,
bell,घन्टा,,
belong,सम्बद्धम्,,
below,अधः,,
belt,कटीसूत्रम्,,
bench,बेंचः,,
bend,वक्रम्,,
benefit,लाभः,,
beside,परस्परम्,,
best,श्रेष्ठम्,,
bet,शर्तः,,
better,उत्तमम्,,
between,मध्ये,,
beyond,परे,,
bike,बाईकः,,
bill,बिल्लम्,,
biology,जीवविज्ञानम्,,
bird,पक्षी,,
birth,जन्मः,,
birthday,जन्मदिनम्,,
bit,भागः,,
bite,जहाति,,
black,कृष्णम्,,
blade,अस्त्रम्,,
blame,दोषः,,
blanket,रजयः,,
bleed,रक्तस्यति,,
bless,आशीर्वदयति,,
blind,अन्धः,,
block,अवरोधः,,
blood,रक्तम्,,
blow,प्रक्षिप्तम्,,
blue,नीलम्,,
board,बोर्डः,,
boat,नौका,,
body,शरीरम्,,
bomb,बम्,,
bone,अस्थिः,,
book,पुस्तकम्,,
border,सीमा,,
born,जनितः,,
borrow,ऋणम्,,
boss,प्रभुः,,
both,उभयम्,,
bother,त्रासयति,,
bottle,बोतलम्,,
bottom,तलम्,,
bowl,भण्डः,,
box,पेटिका,,
boy,बालकः,,
brain,मस्तिष्कम्,,
branch,शाखा,,
brave,वीरः,,
bread,रोटिका,,
break,भङ्गम्,,
breakfast,निष्ठावनम्,,
breath,प्राणः,,
bridge,पुलम्,,
brief,संक्षेपः,,
bright,उज्ज्वलम्,,
bring,आनयति,,
broad,विस्तीर्णम्,,
brother,भ्राता,,
brown,कपोतवर्णम्,,
brush,मालिका,,
bucket,बालटः,,
build,निर्माणम्,,
cable,केबलः,,
cactus,वृक्षः,,
cafeteria,भोजनालयः,,
cake,पाकम्,,
calculate,गणनायते,,
calculator,गणकः,,
calendar,पंचाङ्गम्,,
call,वदति,,
calm,शान्तः,,
camera,छायाचित्रकम्,,
camp,शिबिरः,,
campaign,अभियानः,,
can,तिनः,,
cancel,रद्दयति,,
cancer,कर्कटः,,
candidate,उम्मीदवारः,,
candle,दीपः,,
candy,मिष्ठानि,,
capital,राजधानी,,
captain,नायकः,,
capture,अधिगृह्णाति,,
car,रथः,,
card,कार्डः,,
care,दयालुता,,
career,पेशा,,
careful,सतर्कः,,
carpet,दरी,,
carry,वहति,,
cart,रथः,,
case,प्रकरणम्,,
cash,नगद्,,
cast,प्रस्तुतिः,,
castle,किला,,
cat,बिल्लः,,
catalog,पुस्तिका,,
catch,प्राप्तम्,,
category,श्रेणी,,
cause,कारणम्,,
celebrate,उत्सवमनयति,,
celebrity,प्रसिद्धः,,
cell,कोशः,,
center,केन्द्रम्,,
central,केन्द्रीयः,,
century,शतकम्,,
ceremony,उत्सवः,,
certain,निश्चितः,,
chain,शृंखला,,
chair,आसनम्,,
challenge,चुनौती,,
champion,विजयी,,
chance,अवसरः,,
change,परिवर्तयति,,
channel,चैनलः,,
chapter,अध्यायः,,
character,व्यक्तित्वम्,,
charge,शुल्कम्,,
charity,दानम्,,
chart,तालिका,,
chase,पीछा कर्तुम्,,
cheap,सस्तः,,
check,जांचति,,
cheek,कर्णयुगलम्,,
cheese,पनीयम्,,
chef,रसोइया,,
chemical,रासायनिकः,,
Dance,नृत्यम्,,
Dark,अंधकारः,,
Date,तिथिः,,
Daughter,कन्या,,
Day,दिनम्,,
Dead,मृतः,,
Deal,समझौता,,
Death,मृत्युः,,
Debate,वाद-विवादम्,,
Debt,कर्जः,,
Decade,दशकम्,,
Decide,निर्णयम्,,
Decision,निर्णयः,,
Declare,घोषयति,,
Decline,अपवृद्धिः,,
Decorate,सज्जयति,,
Decoration,अलंकारः,,
Decrease,घटनम्,,
Deep,गहनः,,
Defeat,पराभवम्,,
Defend,रक्षितुम्,,
Defense,रक्षणम्,,
Deficiency,अभावः,,
Deficit,घाटः,,
Define,परिभाषयति,,
Definition,परिभाषा,,
Degree,डिग्री,,
Delay,विलंबः,,
Delete,मिथ्यात्वाय नष्टम् करोति,,
Deliver,पहुँचाति,,
Delivery,पहुँचः,,
Demand,माँगः,,
Democracy,लोकतन्त्रः,,
Demonstrate,प्रदर्शयति,,
Dentist,दन्तचिकित्सकः,,
Depend,निर्भरः,,
Deposit,जमा करना,,
Depression,अवसादः,,
Depth,गहनता,,
Derive,उत्पादितम्,,
Describe,वर्णयति,,
Description,वर्णनम्,,
Desert,रेगिस्तान्,,
Design,डिजाइन्,,
Desire,इच्छा,,
Desk,मेजः,,
Destroy,नष्टम् करोति,,
Destruction,विनाशः,,
Detail,विवरणम्,,
Detect,खोजति,,
Determine,निर्धारयति,,
Develop,विकसितम्,,
Development,विकासः,,
Device,यन्त्रम्,,
Devote,समर्पयति,,
Devotion,भक्तिः,,
Dial,घड़ी,,
Diamond,हीरा,,
Diary,दैनिकः पत्रिका,,
Dictate,नियम,,
dance,नृत्यम्,,
danger,खतरा,,
dark,अंधकारः,,
data,डेटा,,
date,तिथिः,,
daughter,कन्या,,
day,दिनम्,,
dead,मृतः,,
deal,समझौता,,
death,मृत्युः,,
debate,बहस्,,
debt,ऋणम्,,
decide,निर्णयः करोति,,
decision,निर्णयः,,
declare,घोषयति,,
decline,पतनम्,,
decorate,अलंकरोति,,
decrease,क्षीणताम्,,
deep,गहनः,,
defeat,पराजयः,,
defend,रक्षितुम्,,
definite,निश्चितः,,
degree,डिग्री,,
delay,विलम्बः,,
deliver,वहति,,
demand,आवश्यकता,,
department,विभागः,,
depend,आधारितम्,,
deposit,निधिः,,
describe,वर्णयति,,
design,डिज़ाइन,,
desire,इच्छा,,
desk,मेज़,,
destroy,नष्टम्,,
detail,विवरणम्,,
develop,विकसितम्,,
device,यन्त्रम्,,
diagram,आलोचनाचित्रम्,,
diamond,हीरा,,
dictionary,शब्दकोशः,,
die,मरति,,
diet,आहारः,,
difference,अंतरम्,,
different,विभिन्नम्,,
difficult,कठिनम्,,
dig,खनति,,
dimension,आयामः,,
dinner,रात्रिभोजनम्,,
direct,प्रत्यक्षम्,,
direction,दिशा,,
director,निर्देशकः,,
dirt,कीटः,,
dirty,मलिनम्,,
disagree,असहमतम्,,
disappear,लुप्तम्,,
disaster,आपदा,,
discipline,अनुशासनम्,,
discount,छूट,,
discover,खोजति,,
discuss,चर्चा करोति,,
discussion,चर्चा,,
disease,रोगः,,
dish,भोजनान्नम्,,
dismiss,निष्कस्तम्,,
display,प्रदर्शनम्,,
distance,दूरम्,,
distribute,वितरति,,
wealthy,धनवान्,,
religion,धर्मः,,
stream,धारा,,
smoke,धुना,,
incense,धूपः,,
determination,धृति,,
sound,ध्वनि,,
city,नगरम्,,
river,नदी,,
name,नाम,,
homeless,निराश्रयः,,
build,निर्माणम्,,
solution,निर्याणम्,,
decision,निर्वाचनम्,,
traveler,पथिकः,,
foot/step,पदम्,,
ultimate,परम्,,
introduction,परिचयः,,
cleaning,परिष्कारः,,
hard work,परिश्रमः,,
vessel/container,पात्रम्,,
sin,पापः,,
traditional,पारम्परिकम्,,
light,प्रकाशः,,
process,प्रक्रिया,,
promise,प्रतिज्ञा,,
reputation,प्रतिष्ठा,,
direct/perceptible,प्रत्यक्षम्,,
circumambulation,प्रदक्षिणम्,,
exhibition,प्रदर्शनम्,,
main,प्रधानम्,,
influence/effect,प्रभावः,,
dominance,प्रभुत्वम्,,
life breath,प्राणः,,
breath control,प्राणायामः,,
attainment,प्राप्ति,,
fruit,फलम्,,
respect,बहुमानः,,
strong,बलवान्,,
friend,बन्धुः,,
bond,बन्धनम्,,
sacrifice,बलिदानम्,,
young,बल्लवः,,
God,भगवान्,,
devotee,भक्तः,,
share/part,भागः,,
India,भारतः,,
speech,भाषणम्,,
alms/begging,भिक्षा,,
arm,भुजम्,,
earth,भूमिः,,
honey,मधु,,
middle,मध्यम्,,
mediator,मध्यस्थः,,
mantra,मन्त्रः,,
temple,मन्दिरम्,,
importance,महत्वम्,,
great soul,महात्मा,,
sacrifice,यज्ञः,,
journey,यात्रा,,
battle,युद्धम्,,
union,योगः,,
king,राजा,,
kingdom,राज्यम्,,
ruling,राज्यभारः,,
form,रूपम्,,
great soul,महात्मा,,
sacrifice,यज्ञः,,
journey,यात्रा,,
battle,युद्धम्,,
union,योगः,,
king,राजा,,
kingdom,राज्यम्,,
ruling,राज्यभारः,,
form,रूपम्,,
goddess of wealth,लक्ष्मी,,
written,लिखितम्,,
play,लीला,,
sentence,वाक्यम्,,
thought,विचारः,,
knowledge,विद्या,,
procedure,विधानम्,,
director,विधायकः,,
rule,विधिः,,
without,विना,,
opposite,विपरीत,,
division,विभागः,,
airplane,विमानः,,
adjective,विशेषणम्,,
special,विशेषः,,
rest,विश्रामः,,
subject,विषयः,,
expansion,विस्तारः,,
speed,वेगः,,
Veda,वेदः,,
platform,वेदिका,,
doctor,वैद्यः,,
medicine,वैद्यम्,,
April/May,वैशाखः,,
merchant,वैस्यः,,
arrangement,व्यवस्था,,
explanation,व्याख्यानम्,,
exercise,व्यायामः,,
power,शक्तिः,,
word,शब्दः,,
dictionary,शब्दकोशः,,
noun,शब्दवाच्यम्,,
meaning of a word,शब्दार्थः,,
refuge,शरणम्,,
body,शरीरम्,,
branch,शाखा,,
government,शासनम्,,
science,शास्त्रम्,,
summit,शिखरः,,
teacher,शिक्षकः,,
education,शिक्षणम्,,
baby,शिशुः,,
cold,शीतः,,
Friday,शुक्रवारः,,
pure,शुद्धम्,,
dry,शुष्कम्,,
romantic love,शृङ्गारः,,
listen,शृण्वन्ति,,
remaining,शेषः,,
rest,शेषम्,,
beauty,शोभा,,
drying,शोषणम्,,
number,संख्या,,
name,संज्ञा,,
balance,संतुलनम्,,
beginning,आरम्भः,,
behavior,आचरणम्,,
behind,पश्चात्,,
belief,विश्वासः,,
believe,विश्वसति,,
bell,घंटा,,
belong,सम्बद्धः,,
below,अधः,,
belt,कट्टरम्,,
bench,पीठम्,,
bend,मोचनम्,,
beneath,अधः,,
benefit,लाभः,,
beside,परस्परः,,
best,श्रेष्ठः,,
bet,सट्टा,,
better,श्रेष्ठम्,,
between,मध्ये,,
beyond,परे,,
bicycle,साइकिलः,,
big,बृहद्,,
bill,बिल्ल्,,
biology,जीवशास्त्रम्,,
bird,पक्षी,,
birth,जन्मः,,
birthday,जन्मदिनम्,,
bite,दंषणम्,,
black,कृष्णः,,
blade,शस्त्रम्,,
blame,दोषः,,
blanket,रजाई,,
bleed,रक्तपातः,,
bless,आशीर्वदः,,
blind,अन्धः,,
block,खण्डः,,
blood,रक्तम्,,
blow,वायुः,,
blue,नीलः,,
board,बोर्डः,,
boat,नौका,,
body,शरीरम्,,
boil,उब्बुकः,,
bomb,बम्,,
bone,अस्थि,,
book,पुस्तकम्,,
border,सीमा,,
born,जातः,,
borrow,ऋणम्,,
boss,मालिकः,,
both,उभौ,,
bother,विकल्पः,,
bottle,शिशी,,
bottom,अधः,,
boundary,सीमा,,
bowl,भण्डः,,
box,पेटिका,,
boy,बालकः,,
brain,मस्तिष्कम्,,
branch,शाखा,,
brand,ब्राण्डः,,
bread,रोटिका,,
break,भङ्गः,,
breakfast,प्रातःकालिकम्,,
breath,श्वासः,,
breathe,श्वसति,,
brick,इटः,,
bridge,पुलम्,,
brief,संक्ष,,
